src_ip,dst_ip,src_mac,dst_mac,protocol_name,src_port,dst_port,modbus_trans_id,modbus_func_code,up_pkt_count,down_pkt_count,up_payload_count,down_payload_count,duration,up_payload_mean,down_payload_mean,up_payload_min,down_payload_min,up_payload_max,down_payload_max,up_payload_std,down_payload_std,up_time_interval_mean,down_time_interval_mean,up_time_interval_min,down_time_interval_min,up_time_interval_max,down_time_interval_max,up_time_interval_std,down_time_interval_std
192.168.1.101,192.168.1.240,50:9a:4c:c1:b1:a7,00:80:f4:0d:e6:50,TCP,57113,502,0,0,5,0,160,0,5.906268,32.0,0,32,0,32,0,0.0,0,1.476567,0,1.372668,0,1.521087,0,0.06046931193175592931620213255,0
192.168.1.101,192.168.1.240,50:9a:4c:c1:b1:a7,00:80:f4:0d:e6:50,TCP,57115,502,0,0,5,0,160,0,5.906241,32.0,0,32,0,32,0,0.0,0,1.47656025,0,1.372648,0,1.521246,0,0.06048801270654789829090487732,0
192.168.1.101,192.168.1.240,50:9a:4c:c1:b1:a7,00:80:f4:0d:e6:50,TCP,57114,502,0,0,3,0,96,0,3.033830,32.0,0,32,0,32,0,0.0,0,1.516915,0,1.512692,0,1.521138,0,0.004223,0
192.168.1.101,192.168.1.240,50:9a:4c:c1:b1:a7,00:80:f4:0d:e6:50,TCP,57117,502,0,0,4,0,128,0,5.906222,32.0,0,32,0,32,0,0.0,0,1.968740666666666666666666667,0,1.512503,0,2.872305,0,0.6389268241013380886102481230,0
192.168.1.101,192.168.1.240,50:9a:4c:c1:b1:a7,00:80:f4:0d:e6:50,TCP,57116,502,0,0,3,0,96,0,3.033882,32.0,0,32,0,32,0,0.0,0,1.516941,0,1.512688,0,1.521194,0,0.004253,0
192.168.1.101,192.168.1.240,50:9a:4c:c1:b1:a7,00:80:f4:0d:e6:50,TCP,57118,502,0,0,5,0,160,0,5.906504,32.0,0,32,0,32,0,0.0,0,1.476626,0,1.372651,0,1.521407,0,0.06051266602125541782895672794,0
192.168.1.101,192.168.1.240,50:9a:4c:c1:b1:a7,00:80:f4:0d:e6:50,TCP,57120,502,0,0,5,0,160,0,5.906373,32.0,0,32,0,32,0,0.0,0,1.47659325,0,1.372389,0,1.521652,0,0.06065252633804712342668252879,0
192.168.1.101,192.168.1.240,50:9a:4c:c1:b1:a7,00:80:f4:0d:e6:50,TCP,57121,502,0,0,4,0,128,0,5.906565,32.0,0,32,0,32,0,0.0,0,1.968855,0,1.512628,0,2.872287,0,0.6388335114821910050317934099,0
192.168.1.101,192.168.1.240,50:9a:4c:c1:b1:a7,00:80:f4:0d:e6:50,TCP,57122,502,0,0,4,0,128,0,4.534130,32.0,0,32,0,32,0,0.0,0,1.511376666666666666666666667,0,1.499828,0,1.521775,0,0.008996671693218306805035699645,0
192.168.1.101,192.168.1.240,50:9a:4c:c1:b1:a7,00:80:f4:0d:e6:50,TCP,57119,502,0,0,3,0,96,0,3.033808,32.0,0,32,0,32,0,0.0,0,1.516904,0,1.512266,0,1.521542,0,0.004638,0
192.168.1.101,192.168.1.240,50:9a:4c:c1:b1:a7,00:80:f4:0d:e6:50,TCP,57123,502,0,0,4,0,128,0,5.906275,32.0,0,32,0,32,0,0.0,0,1.968758333333333333333333333,0,1.512528,0,2.872191,0,0.6388339970061775671973596661,0
192.168.1.101,192.168.1.240,50:9a:4c:c1:b1:a7,00:80:f4:0d:e6:50,TCP,57124,502,0,0,4,0,128,0,5.906228,32.0,0,32,0,32,0,0.0,0,1.968742666666666666666666667,0,1.512540,0,2.872125,0,0.6387983947831706594288958669,0
192.168.1.101,192.168.1.240,50:9a:4c:c1:b1:a7,00:80:f4:0d:e6:50,TCP,57125,502,0,0,3,0,96,0,3.033833,32.0,0,32,0,32,0,0.0,0,1.5169165,0,1.512495,0,1.521338,0,0.0044215,0
192.168.1.101,192.168.1.240,50:9a:4c:c1:b1:a7,00:80:f4:0d:e6:50,TCP,57126,502,0,0,5,0,160,0,5.905847,32.0,0,32,0,32,0,0.0,0,1.47646175,0,1.372293,0,1.521260,0,0.06062011024559011802919438720,0
192.168.1.101,192.168.1.240,50:9a:4c:c1:b1:a7,00:80:f4:0d:e6:50,TCP,57127,502,0,0,3,0,96,0,3.033668,32.0,0,32,0,32,0,0.0,0,1.516834,0,1.512272,0,1.521396,0,0.004562,0
192.168.1.101,192.168.1.240,50:9a:4c:c1:b1:a7,00:80:f4:0d:e6:50,TCP,57128,502,0,0,5,0,160,0,5.905783,32.0,0,32,0,32,0,0.0,0,1.47644575,0,1.372260,0,1.521286,0,0.06063095377105245571084880146,0
