src_ip,dst_ip,src_mac,dst_mac,protocol_name,src_port,dst_port,modbus_trans_id,modbus_func_code,up_pkt_count,down_pkt_count,up_payload_count,down_payload_count,duration,up_payload_mean,down_payload_mean,up_payload_min,down_payload_min,up_payload_max,down_payload_max,up_payload_std,down_payload_std,up_time_interval_mean,down_time_interval_mean,up_time_interval_min,down_time_interval_min,up_time_interval_max,down_time_interval_max,up_time_interval_std,down_time_interval_std
192.168.1.210,192.168.1.240,00:0c:26:16:78:46,00:80:f4:0d:e6:50,Modbus/TCP,49032,502,3598,3,1,0,32,0,0.000000,32.0,0,32,0,32,0,0.0,0,0,0,0,0,0,0,0,0
192.168.1.240,192.168.1.210,00:80:f4:0d:e6:50,00:0c:26:16:78:46,Modbus/TCP,502,49032,3598,3,0,1,0,131,0.000000,0,131.0,0,131,0,131,0,0.0,0,0,0,0,0,0,0,0
192.168.1.210,192.168.1.240,00:0c:26:16:78:46,00:80:f4:0d:e6:50,Modbus/TCP,49032,502,3599,1,1,0,32,0,0.000000,32.0,0,32,0,32,0,0.0,0,0,0,0,0,0,0,0,0
192.168.1.240,192.168.1.210,00:80:f4:0d:e6:50,00:0c:26:16:78:46,Modbus/TCP,502,49032,3599,1,0,1,0,33,0.000000,0,33.0,0,33,0,33,0,0.0,0,0,0,0,0,0,0,0
192.168.1.210,192.168.1.240,00:0c:26:16:78:46,00:80:f4:0d:e6:50,Modbus/TCP,49032,502,3600,3,1,0,32,0,0.000000,32.0,0,32,0,32,0,0.0,0,0,0,0,0,0,0,0,0
192.168.1.240,192.168.1.210,00:80:f4:0d:e6:50,00:0c:26:16:78:46,Modbus/TCP,502,49032,3600,3,0,1,0,131,0.000000,0,131.0,0,131,0,131,0,0.0,0,0,0,0,0,0,0,0
192.168.1.210,192.168.1.240,00:0c:26:16:78:46,00:80:f4:0d:e6:50,Modbus/TCP,49032,502,3601,1,1,0,32,0,0.000000,32.0,0,32,0,32,0,0.0,0,0,0,0,0,0,0,0,0
192.168.1.240,192.168.1.210,00:80:f4:0d:e6:50,00:0c:26:16:78:46,Modbus/TCP,502,49032,3601,1,0,1,0,33,0.000000,0,33.0,0,33,0,33,0,0.0,0,0,0,0,0,0,0,0
192.168.1.210,192.168.1.240,00:0c:26:16:78:46,00:80:f4:0d:e6:50,Modbus/TCP,49032,502,3602,3,1,0,32,0,0.000000,32.0,0,32,0,32,0,0.0,0,0,0,0,0,0,0,0,0
192.168.1.240,192.168.1.210,00:80:f4:0d:e6:50,00:0c:26:16:78:46,Modbus/TCP,502,49032,3602,3,0,1,0,131,0.000000,0,131.0,0,131,0,131,0,0.0,0,0,0,0,0,0,0,0
192.168.1.210,192.168.1.240,00:0c:26:16:78:46,00:80:f4:0d:e6:50,Modbus/TCP,49032,502,3603,1,1,0,32,0,0.000000,32.0,0,32,0,32,0,0.0,0,0,0,0,0,0,0,0,0
192.168.1.240,192.168.1.210,00:80:f4:0d:e6:50,00:0c:26:16:78:46,Modbus/TCP,502,49032,3603,1,0,1,0,33,0.000000,0,33.0,0,33,0,33,0,0.0,0,0,0,0,0,0,0,0
192.168.1.210,192.168.1.240,00:0c:26:16:78:46,00:80:f4:0d:e6:50,Modbus/TCP,49032,502,3604,3,1,0,32,0,0.000000,32.0,0,32,0,32,0,0.0,0,0,0,0,0,0,0,0,0
192.168.1.240,192.168.1.210,00:80:f4:0d:e6:50,00:0c:26:16:78:46,Modbus/TCP,502,49032,3604,3,0,1,0,131,0.000000,0,131.0,0,131,0,131,0,0.0,0,0,0,0,0,0,0,0
192.168.1.210,192.168.1.240,00:0c:26:16:78:46,00:80:f4:0d:e6:50,Modbus/TCP,49032,502,3605,1,1,0,32,0,0.000000,32.0,0,32,0,32,0,0.0,0,0,0,0,0,0,0,0,0
192.168.1.240,192.168.1.210,00:80:f4:0d:e6:50,00:0c:26:16:78:46,Modbus/TCP,502,49032,3605,1,0,1,0,33,0.000000,0,33.0,0,33,0,33,0,0.0,0,0,0,0,0,0,0,0
192.168.1.210,192.168.1.240,00:0c:26:16:78:46,00:80:f4:0d:e6:50,Modbus/TCP,49032,502,3606,3,1,0,32,0,0.000000,32.0,0,32,0,32,0,0.0,0,0,0,0,0,0,0,0,0
192.168.1.240,192.168.1.210,00:80:f4:0d:e6:50,00:0c:26:16:78:46,Modbus/TCP,502,49032,3606,3,0,1,0,131,0.000000,0,131.0,0,131,0,131,0,0.0,0,0,0,0,0,0,0,0
192.168.1.210,192.168.1.240,00:0c:26:16:78:46,00:80:f4:0d:e6:50,Modbus/TCP,49032,502,3607,1,1,0,32,0,0.000000,32.0,0,32,0,32,0,0.0,0,0,0,0,0,0,0,0,0
192.168.1.240,192.168.1.210,00:80:f4:0d:e6:50,00:0c:26:16:78:46,Modbus/TCP,502,49032,3607,1,0,1,0,33,0.000000,0,33.0,0,33,0,33,0,0.0,0,0,0,0,0,0,0,0
192.168.1.210,192.168.1.240,00:0c:26:16:78:46,00:80:f4:0d:e6:50,Modbus/TCP,49032,502,3608,3,1,0,32,0,0.000000,32.0,0,32,0,32,0,0.0,0,0,0,0,0,0,0,0,0
192.168.1.240,192.168.1.210,00:80:f4:0d:e6:50,00:0c:26:16:78:46,Modbus/TCP,502,49032,3608,3,0,1,0,131,0.000000,0,131.0,0,131,0,131,0,0.0,0,0,0,0,0,0,0,0
192.168.1.210,192.168.1.240,00:0c:26:16:78:46,00:80:f4:0d:e6:50,Modbus/TCP,49032,502,3609,1,1,0,32,0,0.000000,32.0,0,32,0,32,0,0.0,0,0,0,0,0,0,0,0,0
192.168.1.240,192.168.1.210,00:80:f4:0d:e6:50,00:0c:26:16:78:46,Modbus/TCP,502,49032,3609,1,0,1,0,33,0.000000,0,33.0,0,33,0,33,0,0.0,0,0,0,0,0,0,0,0
192.168.1.210,192.168.1.240,00:0c:26:16:78:46,00:80:f4:0d:e6:50,Modbus/TCP,49032,502,3610,3,1,0,32,0,0.000000,32.0,0,32,0,32,0,0.0,0,0,0,0,0,0,0,0,0
192.168.1.240,192.168.1.210,00:80:f4:0d:e6:50,00:0c:26:16:78:46,Modbus/TCP,502,49032,3610,3,0,1,0,131,0.000000,0,131.0,0,131,0,131,0,0.0,0,0,0,0,0,0,0,0
192.168.1.210,192.168.1.240,00:0c:26:16:78:46,00:80:f4:0d:e6:50,Modbus/TCP,49032,502,3611,1,1,0,32,0,0.000000,32.0,0,32,0,32,0,0.0,0,0,0,0,0,0,0,0,0
192.168.1.240,192.168.1.210,00:80:f4:0d:e6:50,00:0c:26:16:78:46,Modbus/TCP,502,49032,3611,1,0,1,0,33,0.000000,0,33.0,0,33,0,33,0,0.0,0,0,0,0,0,0,0,0
